roi_ID,R,G,B,Schaeffer_Yeon_labels,halfpipe_labels,Schaeffer_Yeon_17_networks,halfpipe_17_networks
1,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_1,17Networks_LH_VisCent_ExStr_1,VisCent,VisCent
2,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_2,17Networks_LH_VisCent_ExStr_2,VisCent,VisCent
3,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_3,17Networks_LH_VisCent_ExStr_3,VisCent,VisCent
4,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_4,17Networks_LH_VisCent_ExStr_4,VisCent,VisCent
5,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_5,17Networks_LH_VisCent_ExStr_5,VisCent,VisCent
6,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_6,17Networks_LH_VisCent_ExStr_6,VisCent,VisCent
7,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_Striate_1,17Networks_LH_VisCent_ExStr_7,VisCent,VisCent
8,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_7,17Networks_LH_VisCent_ExStr_8,VisCent,VisCent
9,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_8,17Networks_LH_VisCent_ExStr_9,VisCent,VisCent
10,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_9,17Networks_LH_VisCent_ExStr_10,VisCent,VisCent
11,0.47059,0.070588,0.5352941666666667,17Networks_LH_VisCent_ExStr_10,17Networks_LH_VisCent_ExStr_11,VisCent,VisCent
12,0.47059,0.07451,0.5352941666666667,17Networks_LH_VisCent_ExStr_11,17Networks_LH_VisCent_ExStr_12,VisCent,VisCent
13,1.0,0.0039216,0.013469747826086955,17Networks_LH_VisPeri_ExStrInf_1,17Networks_LH_VisPeri_ExStrSup_1,VisPeri,VisPeri
14,1.0,0.0039216,0.013469747826086955,17Networks_LH_VisPeri_ExStrInf_2,17Networks_LH_VisPeri_ExStrSup_2,VisPeri,VisPeri
15,1.0,0.0039216,0.013469747826086955,17Networks_LH_VisPeri_ExStrInf_3,17Networks_LH_VisPeri_ExStrSup_3,VisPeri,VisPeri
16,1.0,0.0039216,0.013469747826086955,17Networks_LH_VisPeri_ExStrInf_4,17Networks_LH_VisPeri_ExStrSup_4,VisPeri,VisPeri
17,1.0,0.0039216,0.013469747826086955,17Networks_LH_VisPeri_ExStrInf_5,17Networks_LH_VisPeri_ExStrSup_5,VisPeri,VisPeri
18,1.0,0.0039216,0.013469747826086955,17Networks_LH_VisPeri_StriCal_1,17Networks_LH_VisPeri_ExStrSup_6,VisPeri,VisPeri
19,1.0,0.0039216,0.013469747826086955,17Networks_LH_VisPeri_StriCal_2,17Networks_LH_VisPeri_ExStrSup_7,VisPeri,VisPeri
20,1.0,0.0078431,0.013469747826086955,17Networks_LH_VisPeri_ExStrSup_1,17Networks_LH_VisPeri_ExStrSup_8,VisPeri,VisPeri
21,1.0,0.0078431,0.013469747826086955,17Networks_LH_VisPeri_ExStrSup_2,17Networks_LH_VisPeri_ExStrSup_9,VisPeri,VisPeri
22,1.0,0.0078431,0.013469747826086955,17Networks_LH_VisPeri_ExStrSup_3,17Networks_LH_VisPeri_ExStrSup_10,VisPeri,VisPeri
23,1.0,0.0078431,0.013469747826086955,17Networks_LH_VisPeri_ExStrSup_4,17Networks_LH_VisPeri_ExStrSup_11,VisPeri,VisPeri
24,1.0,0.0078431,0.013469747826086955,17Networks_LH_VisPeri_ExStrSup_5,17Networks_LH_VisPeri_ExStrSup_12,VisPeri,VisPeri
25,0.27451,0.50588,0.7095020512820513,17Networks_LH_SomMotA_1,17Networks_LH_SomMotA_1,SomMotA,SomMotA
26,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_2,17Networks_LH_SomMotA_2,SomMotA,SomMotA
27,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_3,17Networks_LH_SomMotA_3,SomMotA,SomMotA
28,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_4,17Networks_LH_SomMotA_4,SomMotA,SomMotA
29,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_5,17Networks_LH_SomMotA_5,SomMotA,SomMotA
30,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_6,17Networks_LH_SomMotA_6,SomMotA,SomMotA
31,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_7,17Networks_LH_SomMotA_7,SomMotA,SomMotA
32,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_8,17Networks_LH_SomMotA_8,SomMotA,SomMotA
33,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_9,17Networks_LH_SomMotA_9,SomMotA,SomMotA
34,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_10,17Networks_LH_SomMotA_10,SomMotA,SomMotA
35,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_11,17Networks_LH_SomMotA_11,SomMotA,SomMotA
36,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_12,17Networks_LH_SomMotA_12,SomMotA,SomMotA
37,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_13,17Networks_LH_SomMotA_13,SomMotA,SomMotA
38,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_14,17Networks_LH_SomMotA_14,SomMotA,SomMotA
39,0.27451,0.5098,0.7095020512820513,17Networks_LH_SomMotA_15,17Networks_LH_SomMotA_15,SomMotA,SomMotA
40,0.27451,0.51373,0.7095020512820513,17Networks_LH_SomMotA_16,17Networks_LH_SomMotA_16,SomMotA,SomMotA
41,0.27451,0.51373,0.7095020512820513,17Networks_LH_SomMotA_17,17Networks_LH_SomMotA_17,SomMotA,SomMotA
42,0.27451,0.51373,0.7095020512820513,17Networks_LH_SomMotA_18,17Networks_LH_SomMotA_18,SomMotA,SomMotA
43,0.27451,0.51373,0.7095020512820513,17Networks_LH_SomMotA_19,17Networks_LH_SomMotA_19,SomMotA,SomMotA
44,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_Aud_1,17Networks_LH_SomMotB_Aud_1,SomMotB,SomMotB
45,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_Aud_2,17Networks_LH_SomMotB_Aud_2,SomMotB,SomMotB
46,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_Ins_1,17Networks_LH_SomMotB_Aud_3,SomMotB,SomMotB
47,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_S2_1,17Networks_LH_SomMotB_Aud_4,SomMotB,SomMotB
48,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_S2_2,17Networks_LH_SomMotB_Aud_5,SomMotB,SomMotB
49,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_Aud_3,17Networks_LH_SomMotB_Aud_6,SomMotB,SomMotB
50,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_Aud_4,17Networks_LH_SomMotB_Aud_7,SomMotB,SomMotB
51,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_S2_3,17Networks_LH_SomMotB_Aud_8,SomMotB,SomMotB
52,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_S2_4,17Networks_LH_SomMotB_Aud_9,SomMotB,SomMotB
53,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_S2_5,17Networks_LH_SomMotB_Aud_10,SomMotB,SomMotB
54,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_S2_6,17Networks_LH_SomMotB_Aud_11,SomMotB,SomMotB
55,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_Cent_1,17Networks_LH_SomMotB_Aud_12,SomMotB,SomMotB
56,0.16863,0.8,0.6454148387096774,17Networks_LH_SomMotB_Cent_2,17Networks_LH_SomMotB_Aud_13,SomMotB,SomMotB
57,0.16863,0.80392,0.6454148387096774,17Networks_LH_SomMotB_Cent_3,17Networks_LH_SomMotB_Aud_14,SomMotB,SomMotB
58,0.16863,0.80392,0.6454148387096774,17Networks_LH_SomMotB_Cent_4,17Networks_LH_SomMotB_Aud_15,SomMotB,SomMotB
59,0.16863,0.80392,0.6454148387096774,17Networks_LH_SomMotB_Cent_5,17Networks_LH_SomMotB_Aud_16,SomMotB,SomMotB
60,0.2902,0.60784,0.24560629629629627,17Networks_LH_DorsAttnA_TempOcc_1,17Networks_LH_DorsAttnA_TempOcc_1,DorsAttnA,DorsAttnA
61,0.2902,0.60784,0.24560629629629627,17Networks_LH_DorsAttnA_TempOcc_2,17Networks_LH_DorsAttnA_TempOcc_2,DorsAttnA,DorsAttnA
62,0.2902,0.60784,0.24560629629629627,17Networks_LH_DorsAttnA_TempOcc_3,17Networks_LH_DorsAttnA_TempOcc_3,DorsAttnA,DorsAttnA
63,0.2902,0.60784,0.24560629629629627,17Networks_LH_DorsAttnA_TempOcc_4,17Networks_LH_DorsAttnA_TempOcc_4,DorsAttnA,DorsAttnA
64,0.2902,0.60784,0.24560629629629627,17Networks_LH_DorsAttnA_ParOcc_1,17Networks_LH_DorsAttnA_ParOcc_1,DorsAttnA,DorsAttnA
65,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_ParOcc_2,17Networks_LH_DorsAttnA_SPL_1,DorsAttnA,DorsAttnA
66,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_SPL_1,17Networks_LH_DorsAttnA_SPL_2,DorsAttnA,DorsAttnA
67,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_SPL_2,17Networks_LH_DorsAttnA_SPL_3,DorsAttnA,DorsAttnA
68,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_SPL_3,17Networks_LH_DorsAttnA_SPL_4,DorsAttnA,DorsAttnA
69,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_SPL_4,17Networks_LH_DorsAttnA_SPL_5,DorsAttnA,DorsAttnA
70,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_SPL_5,17Networks_LH_DorsAttnA_SPL_6,DorsAttnA,DorsAttnA
71,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_SPL_6,17Networks_LH_DorsAttnA_SPL_7,DorsAttnA,DorsAttnA
72,0.2902,0.61176,0.24560629629629627,17Networks_LH_DorsAttnA_SPL_7,17Networks_LH_DorsAttnA_SPL_8,DorsAttnA,DorsAttnA
73,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_1,17Networks_LH_DorsAttnB_PostC_1,DorsAttnB,DorsAttnB
74,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_2,17Networks_LH_DorsAttnB_PostC_2,DorsAttnB,DorsAttnB
75,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_3,17Networks_LH_DorsAttnB_PostC_3,DorsAttnB,DorsAttnB
76,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_4,17Networks_LH_DorsAttnB_PostC_4,DorsAttnB,DorsAttnB
77,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_5,17Networks_LH_DorsAttnB_PostC_5,DorsAttnB,DorsAttnB
78,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_6,17Networks_LH_DorsAttnB_PostC_6,DorsAttnB,DorsAttnB
79,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_7,17Networks_LH_DorsAttnB_PostC_7,DorsAttnB,DorsAttnB
80,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_8,17Networks_LH_DorsAttnB_PostC_8,DorsAttnB,DorsAttnB
81,0.0,0.46275,0.06541179999999999,17Networks_LH_DorsAttnB_PostC_9,17Networks_LH_DorsAttnB_PostC_9,DorsAttnB,DorsAttnB
82,0.0,0.46667,0.06541179999999999,17Networks_LH_DorsAttnB_FEF_1,17Networks_LH_DorsAttnB_FEF_1,DorsAttnB,DorsAttnB
83,0.0,0.46667,0.06541179999999999,17Networks_LH_DorsAttnB_FEF_2,17Networks_LH_DorsAttnB_FEF_2,DorsAttnB,DorsAttnB
84,0.0,0.46667,0.06541179999999999,17Networks_LH_DorsAttnB_FEF_3,17Networks_LH_DorsAttnB_FEF_3,DorsAttnB,DorsAttnB
85,0.0,0.46667,0.06541179999999999,17Networks_LH_DorsAttnB_PrCv_1,17Networks_LH_DorsAttnB_PrCv_1,DorsAttnB,DorsAttnB
86,0.76863,0.22745,0.981315,17Networks_LH_SalVentAttnA_ParOper_1,17Networks_LH_SalVentAttnA_ParOper_1,SalVentAttnA,SalVentAttnA
87,0.76863,0.22745,0.981315,17Networks_LH_SalVentAttnA_ParOper_2,17Networks_LH_SalVentAttnA_ParOper_2,SalVentAttnA,SalVentAttnA
88,0.76863,0.22745,0.981315,17Networks_LH_SalVentAttnA_ParOper_3,17Networks_LH_SalVentAttnA_ParOper_3,SalVentAttnA,SalVentAttnA
89,0.76863,0.23137,0.981315,17Networks_LH_SalVentAttnA_Ins_1,17Networks_LH_SalVentAttnA_Ins_1,SalVentAttnA,SalVentAttnA
90,0.76863,0.23137,0.981315,17Networks_LH_SalVentAttnA_Ins_2,17Networks_LH_SalVentAttnA_Ins_2,SalVentAttnA,SalVentAttnA
91,0.76863,0.23137,0.981315,17Networks_LH_SalVentAttnA_Ins_3,17Networks_LH_SalVentAttnA_Ins_3,SalVentAttnA,SalVentAttnA
92,0.76863,0.23137,0.981315,17Networks_LH_SalVentAttnA_Ins_4,17Networks_LH_SalVentAttnA_Ins_4,SalVentAttnA,SalVentAttnA
93,0.76863,0.23137,0.981315,17Networks_LH_SalVentAttnA_FrOper_1,17Networks_LH_SalVentAttnA_Ins_5,SalVentAttnA,SalVentAttnA
94,0.76863,0.23137,0.981315,17Networks_LH_SalVentAttnA_FrOper_2,17Networks_LH_SalVentAttnA_Ins_6,SalVentAttnA,SalVentAttnA
95,0.75686,0.20392,0.981315,17Networks_LH_SalVentAttnA_ParMed_1,17Networks_LH_SalVentAttnA_ParMed_1,SalVentAttnA,SalVentAttnA
96,0.75686,0.20392,0.981315,17Networks_LH_SalVentAttnA_ParMed_2,17Networks_LH_SalVentAttnA_ParMed_2,SalVentAttnA,SalVentAttnA
97,0.75686,0.20392,0.981315,17Networks_LH_SalVentAttnA_ParMed_3,17Networks_LH_SalVentAttnA_ParMed_3,SalVentAttnA,SalVentAttnA
98,0.77255,0.22745,0.981315,17Networks_LH_SalVentAttnA_FrMed_1,17Networks_LH_SalVentAttnA_FrMed_1,SalVentAttnA,SalVentAttnA
99,0.77255,0.22745,0.981315,17Networks_LH_SalVentAttnA_FrMed_2,17Networks_LH_SalVentAttnA_FrMed_2,SalVentAttnA,SalVentAttnA
100,0.77255,0.22745,0.981315,17Networks_LH_SalVentAttnA_FrMed_3,17Networks_LH_SalVentAttnA_FrMed_3,SalVentAttnA,SalVentAttnA
101,1.0,0.6,0.8447535294117647,17Networks_LH_SalVentAttnB_PFCl_1,17Networks_LH_SalVentAttnB_PFCl_1,SalVentAttnB,SalVentAttnB
102,1.0,0.6,0.8447535294117647,17Networks_LH_SalVentAttnB_PFCl_2,17Networks_LH_SalVentAttnB_PFCl_2,SalVentAttnB,SalVentAttnB
103,1.0,0.6,0.8447535294117647,17Networks_LH_SalVentAttnB_PFCl_3,17Networks_LH_SalVentAttnB_PFCl_3,SalVentAttnB,SalVentAttnB
104,1.0,0.6,0.8447535294117647,17Networks_LH_SalVentAttnB_Ins_1,17Networks_LH_SalVentAttnB_PFCv_1,SalVentAttnB,SalVentAttnB
105,1.0,0.6,0.8447535294117647,17Networks_LH_SalVentAttnB_Ins_2,17Networks_LH_SalVentAttnB_PFCv_2,SalVentAttnB,SalVentAttnB
106,1.0,0.6,0.8447535294117647,17Networks_LH_SalVentAttnB_Ins_3,17Networks_LH_SalVentAttnB_PFCv_3,SalVentAttnB,SalVentAttnB
107,1.0,0.59608,0.8447535294117647,17Networks_LH_SalVentAttnB_OFC_1,17Networks_LH_SalVentAttnB_OFC_1,SalVentAttnB,SalVentAttnB
108,1.0,0.59216,0.8447535294117647,17Networks_LH_SalVentAttnB_PFCmp_1,17Networks_LH_SalVentAttnB_PFCmp_1,SalVentAttnB,SalVentAttnB
109,0.47843,0.52941,0.20641636363636362,17Networks_LH_LimbicB_OFC_1,17Networks_LH_Limbic_OFC_1,LimbicB,Limbic
110,0.47843,0.52941,0.20641636363636362,17Networks_LH_LimbicB_OFC_2,17Networks_LH_Limbic_OFC_2,LimbicB,Limbic
111,0.47843,0.52941,0.20641636363636362,17Networks_LH_LimbicB_OFC_3,17Networks_LH_Limbic_OFC_3,LimbicB,Limbic
112,0.47843,0.52941,0.20641636363636362,17Networks_LH_LimbicB_OFC_4,17Networks_LH_Limbic_OFC_4,LimbicB,Limbic
113,0.47843,0.52941,0.20641636363636362,17Networks_LH_LimbicB_OFC_5,17Networks_LH_Limbic_OFC_5,LimbicB,Limbic
114,0.86275,0.97255,0.6527907692307693,17Networks_LH_LimbicA_TempPole_1,17Networks_LH_Limbic_TempPole_1,LimbicA,Limbic
115,0.86275,0.97255,0.6527907692307693,17Networks_LH_LimbicA_TempPole_2,17Networks_LH_Limbic_TempPole_2,LimbicA,Limbic
116,0.86275,0.97255,0.6527907692307693,17Networks_LH_LimbicA_TempPole_3,17Networks_LH_Limbic_TempPole_3,LimbicA,Limbic
117,0.86275,0.97255,0.6527907692307693,17Networks_LH_LimbicA_TempPole_4,17Networks_LH_Limbic_TempPole_4,LimbicA,Limbic
118,0.86275,0.97255,0.6527907692307693,17Networks_LH_LimbicA_TempPole_5,17Networks_LH_Limbic_TempPole_5,LimbicA,Limbic
119,0.86275,0.97255,0.6527907692307693,17Networks_LH_LimbicA_TempPole_6,17Networks_LH_Limbic_TempPole_6,LimbicA,Limbic
120,0.86275,0.97255,0.6527907692307693,17Networks_LH_LimbicA_TempPole_7,17Networks_LH_Limbic_TempPole_7,LimbicA,Limbic
121,0.90196,0.58039,0.14166625000000002,17Networks_LH_ContA_Temp_1,17Networks_LH_ContA_Temp_1,ContA,ContA
122,0.90196,0.58039,0.14166625000000002,17Networks_LH_ContA_IPS_1,17Networks_LH_ContA_IPS_1,ContA,ContA
123,0.90196,0.58039,0.14166625000000002,17Networks_LH_ContA_IPS_2,17Networks_LH_ContA_IPS_2,ContA,ContA
124,0.90196,0.58039,0.14166625000000002,17Networks_LH_ContA_IPS_3,17Networks_LH_ContA_IPS_3,ContA,ContA
125,0.90196,0.58039,0.14166625000000002,17Networks_LH_ContA_IPS_4,17Networks_LH_ContA_IPS_4,ContA,ContA
126,0.90196,0.58039,0.14166625000000002,17Networks_LH_ContA_IPS_5,17Networks_LH_ContA_IPS_5,ContA,ContA
127,0.90196,0.58431,0.14166625000000002,17Networks_LH_ContA_PFCd_1,17Networks_LH_ContA_PFCd_1,ContA,ContA
128,0.90196,0.58431,0.14166625000000002,17Networks_LH_ContA_PFClv_1,17Networks_LH_ContA_PFCl_1,ContA,ContA
129,0.90196,0.58431,0.14166625000000002,17Networks_LH_ContA_PFClv_2,17Networks_LH_ContA_PFCl_2,ContA,ContA
130,0.90196,0.58431,0.14166625000000002,17Networks_LH_ContA_PFCl_1,17Networks_LH_ContA_PFCl_3,ContA,ContA
131,0.90196,0.58431,0.14166625000000002,17Networks_LH_ContA_PFCl_2,17Networks_LH_ContA_PFCl_4,ContA,ContA
132,0.90196,0.58431,0.14166625000000002,17Networks_LH_ContA_PFCl_3,17Networks_LH_ContA_PFCl_5,ContA,ContA
133,0.90588,0.58039,0.14166625000000002,17Networks_LH_ContA_Cingm_1,17Networks_LH_ContA_Cinga_1,ContA,ContA
134,0.52941,0.19608,0.2992944,17Networks_LH_ContB_Temp_1,17Networks_LH_ContB_Temp_1,ContB,ContB
135,0.52941,0.19608,0.2992944,17Networks_LH_ContB_Temp_2,17Networks_LH_ContB_Temp_2,ContB,ContB
136,0.52941,0.19608,0.2992944,17Networks_LH_ContB_IPL_1,17Networks_LH_ContB_IPL_1,ContB,ContB
137,0.52941,0.19608,0.2992944,17Networks_LH_ContB_IPL_2,17Networks_LH_ContB_IPL_2,ContB,ContB
138,0.52941,0.19608,0.2992944,17Networks_LH_ContB_IPL_3,17Networks_LH_ContB_IPL_3,ContB,ContB
139,0.52941,0.2,0.2992944,17Networks_LH_ContB_PFCd_1,17Networks_LH_ContB_PFCd_1,ContB,ContB
140,0.53333,0.19608,0.2992944,17Networks_LH_ContB_PFClv_1,17Networks_LH_ContB_PFClv_1,ContB,ContB
141,0.53333,0.19608,0.2992944,17Networks_LH_ContB_PFClv_2,17Networks_LH_ContB_PFClv_2,ContB,ContB
142,0.53333,0.19608,0.2992944,17Networks_LH_ContB_PFClv_3,17Networks_LH_ContB_PFClv_3,ContB,ContB
143,0.53333,0.19608,0.2992944,17Networks_LH_ContB_PFCmp_1,17Networks_LH_ContB_PFCmp_1,ContB,ContB
144,0.46667,0.54902,0.7016333333333332,17Networks_LH_ContC_pCun_1,17Networks_LH_ContC_pCun_1,ContC,ContC
